Code,SU,SKU,Barcode,Description,NetCost,DiscRate,FinalCost,RefPrice,ListPrice,RegularPrice,SalePrice,HL,Location,Color,Cluster,AttColor,Qty,Stock,Sold,SiteStock,StockStatus,CatCode,AppliedModel,ModelCode,Category,SubCat,PostID,PostTitle,PostSlug,PostContent,PostShortDesc,PostStatus,ProductCat,ProductTag,ProductStyle,FocusKW,MetaTitle,MetaDesc,LinkDex,ReadingTime,ContentScore,ProductPage,Images,Image,Comment,Judge,nCategory,nSubCategory,Index,Price,Name,PNDesc,PNLen,Per,PC
32.510.12,AB,A83432510,9331460261108,Spathiphyllum Plant 75*75*80cm Green,$58.45,30%,$40.92,$102.29,$99.00,,,80,,Green,Green,,8,0,8,,,834,,32510,Plants,Spathiphyllum,,,,,,,,,,,,,,,,,,,2025-06-06,,Artificial Planter Plants,Spathiphyllum Plant,1,99.00,A83432510 Spathiphyllum Green 80cm,Spathiphyllum Plant,19,1,
32.517.12,AB,A81732517,9331460261849,Dracaena Plant Pot 65*65*60cm Variegated,$25.06,30%,$17.54,$43.85,$45.00,$45.00,,60,,Variegated,Variegated,Variegated,12,0,12,,instock,817,,32517,Plants,Dracaena,10993,Faux Dracaena Plant Office Artificial Planter Plants 60cm,faux-dracaena-plant-office-artificial-planter-plants-60cm,"Discover the transformative power of our Faux Dracaena Plant. This 60cm artificial variegated dracaena plant is housed in a sleek plastic pot, ready to enhance any space. It beautifully encapsulates the aesthetic appeal of a real dracaena, without the need for maintenance.
Notably, the features of our Faux Dracaena Plant include:
1. Versatility: It thrives in any environment without the need for sunlight or watering, accompanied by flexible decoration options. It transitions seamlessly from office to nursery decor, making it the perfect decor solution.
2. Quality: As a trusted brand, we ensure superior quality. The synthetic dracaena plant exhibits exquisite detailing, mimicking the real plant’s splendor.
3. Creative DIY options: It empowers you to experiment with creative DIY options. Add twinkle lights, hang small ornaments or twist it with colorful ribbons for festive occasions.
Not just another item in the list of plastic potted plants, it is designed to meet diverse needs. This artificial plant can be a game-changer, promising low maintenance and everlasting charm. Reward your space with this timeless and captivating addition. The Faux Dracaena Plant is here to effortlessly transform your spaces into delightful and inviting havens.","SKU: A81732517, Color: Variegated, Size: 65*65*60cm",publish,Artificial Planter Plants|Artificial Planter Plants > Dracaena Plant,Office,,Faux Dracaena Plant,Faux Dracaena Plant - Ideal Plastic Potted Plants for Office Decor,"Elevate your space with our Faux Dracaena Plant. Dynamic, versatile and intricately designed, it's more than a typical plastic potted plant. Perfect for office or nursery decor.",,1,90,https://lifelikeplants.au/product/faux-dracaena-plant-office-artificial-planter-plants-60cm/,https://lifelikeplants.au/wp-content/uploads/2023/09/A81732517-scaled.webp ! alt : Variegated Faux Dracaena Plant Main Image ! title : A81732517 ! desc :  ! caption : ,https://lifelikeplants.au/wp-content/uploads/2023/09/A81732517-scaled.webp ,2025-06-27,|,Artificial Planter Plants,Dracaena Plant,4,45.00,A81732517 Dracaena Variegated 60cm,Dracaena Plant,14,1,
32.520.12,AB,A91632520,9331460261443,Giant Fiddle Tree 210cm Green,$0.00,0%,$162.26,$405.65,$400.00,,,210,,Green,Green,,3,0,3,,,916,,32520,Trees,Fiddle,,,,,,,,,,,,,,,,,,,"25JAN24,DC",,Artificial Trees,Fiddle,0,400.00,A91632520 Fiddle Green 210cm,Fiddle Tree,11,1,
32.521.12,AB,A84532521,9331460261351,Happy Plant 70*60*110cm,$75.00,30%,$52.50,$131.25,$140.00,$99.00,,110,,Green,Green,Green,22,0,22,,outofstock,845,,32521,Plants,Happy,10994,Faux Happy Plant Artificial Plants 110cm,faux-happy-plant-artificial-plants-110cm,"Embrace the modern aesthetics within your home decor with our Faux Happy Plant. Approximating an impressive height of 110cm, this green tall silk plant is designed to meet diverse needs and fit seamlessly into any environment. 
If you are aiming to emulate a modern lifestyle aesthetic, this indoor decoration can deliver just that without the hassle of maintenances. As an artificial happy plant, you needn't worry about watering or sunlight. It stays green, lively, and stunning all year round, instantly raising the vibrancy in your room. Its vibrant green hue makes it a perfect addition to brighten up your spaces, capturing a natural essence with an eco-friendly touch.
The Faux Happy Plant's versatility is an absolute winner. Whether for your living room, workspace, or even patio, this indoor house plant decor breathes freshness and liveliness into every setting. 
Cost-effectiveness is another aspect that our Faux Happy Plant embraces. Unlike real plants, it requires no investments in plant food, water, or repotting procedures. It's not just a purchase, but an investment for years of unwithering beauty.
Our Faux Happy Plant isn't just another artificial plant. It's a minimalist, modern, and green element of decor that can transform your space's energy and ambiance, making it a must-have addition for your modern indoor house decor. Achieve the perfect indoor aesthetic with our Faux Happy Plant today!","SKU: A84532521, Color: Green, Size: 70*60*110cm",publish,Artificial Planter Plants|Artificial Planter Plants > Other Pot,,,Faux Happy Plant,Upgrade Your Space with Our Faux Happy Plant,"Modernise your decor with our Faux Happy Plant. Versatile &amp; cost-effective, it enhances indoor house plant decor across diverse settings.",,,,https://lifelikeplants.au/product/faux-happy-plant-artificial-plants-110cm/,https://lifelikeplants.au/wp-content/uploads/2023/09/A84532521-scaled.webp ! alt :  ! title : A84532521 ! desc :  ! caption : ,https://lifelikeplants.au/wp-content/uploads/2023/09/A84532521-scaled.webp ,2025-10-14,|,Artificial Planter Plants,Other Plants,4,140.00,A84532521 Happy Green 110cm,Happy Plant,11,1,
32.700.12,AB,A90232700,9331460292829,Areca Palm 183cm Gn,$0.00,0%,$102.27,$255.68,$250.00,,,183,,Green,Green,,8,0,8,,,902,,32700,Trees,Areca,,,,,,,,,,,,,,,,,,,21APR,,Artificial Trees,Areca,0,250.00,A90232700 Areca Green 183cm,Areca Palm,10,1,
32.701.12,AB,A90232701,9331460292812,Areca Plam 213cm Gn,$0.00,0%,$139.58,$348.95,$390.00,$390.00,,213,,Green,Green,Green,8,0,8,,outofstock,902,,32701,Trees,Areca,10995,Artificial Areca Plam Fake Plant 213cm,artificial-areca-plam-fake-plant-213cm,"Introducing our refined, 213cm Artificial Palm Areca. Crafted for those with a penchant for modern lifestyle aesthetics, this faux beauty complements any space flawlessly. Our realistic fake plant, designed with precision, adds an enriched green hue that intensifies your living quarters' appeal seamlessly. 
Quality meets innovation in this faux Palm Areca. Touted for its unmatched realistic look, it lets you enjoy the splendor of lush greenery without the hassle of regular maintenance. This tall artificial planter isn't just a decorative piece; it is the perfect amalgam of form and function. 
Standing at an impressive height of 213cm, it adds an impressive visual height to your interiors. You can effortlessly create a focal point, whether in your living room, office, or any other environment. Even better, it leaves an unforgettable impression on your visitors with its commanding presence and high realism level.
Its innovative design ensures it effortlessly blends with your existing home decor. Inherently versatile, this green-fingered solution can radiate charm anywhere, be it the corner of a room, flanking a sofa, or in your patio.
Features include:
- High-quality materials ensuring longevity
- Superior finishes mimicking the texture of natural palms
- An elegant pot boosting overall aesthetics
- Zero need for watering, pruning, or sunlight
Embrace the essence of green living with our Artificial Palm Areca - the epitome of realistic fake plants.
Product Benefits: This artificial plant ensures hassle-free maintenance while adding a natural aesthetic appeal to your decor. Its robust construction guarantees a long lifespan while its versatile design complements all interior styles.
Unique Selling Proposition: With its modern aesthetics, realistic design, and zero-maintenance requirement, our Artificial Palm Areca fits perfectly in any home setting, providing a breath of fresh air to your interiors.","SKU: A90232701, Color: Green, Size: 213cm",publish,Artificial Trees|Artificial Trees > Palm Areca,,,Artificial Palm Areca,Artificial Palm Areca: Perfect Realistic Fake Plants for Modern Living,"Indulge in modern lifestyle aesthetics with our 213cm Artificial Palm Areca. A highly realistic fake plant, it's versatile and perfect for any home decor.",,1,90,https://lifelikeplants.au/product/artificial-areca-plam-fake-plant-213cm/,https://lifelikeplants.au/wp-content/uploads/2023/09/A90232701-scaled.webp ! alt : Green Artificial Palm Areca Main Image ! title : A90232701 ! desc :  ! caption : ,https://lifelikeplants.au/wp-content/uploads/2023/09/A90232701-scaled.webp ,,|,Artificial Trees,Palm Areca,0,390.00,A90232701 Areca Green 213cm,Areca Plam,10,1,
32.828.12,AB,A91632828,9331460317676,Grand Fiddle Tree 240cm Green,$278.25,30%,$194.78,$486.94,$485.00,$485.00,,240,,Green,Green,Green,1,0,1,,instock,916,,32828,Trees,Fiddle,10996,Fiddle Tree Green 240cm,fiddle-tree-green-240cm,"SKU: A91632828, Color: Green, Size: 240cm, Package: 25*25*245cm","SKU: A91632828, Color: Green, Size: 240cm",draft,Artificial Trees|Artificial Trees > Fiddle Tree,Non-Keep,,,Shop Fiddle Tree Green 240cm Online | Lifelike Plants,Enhance your space with Lifelike Plants' Fiddle Tree Green 240cm. Buy online for lifelike botanical charm. Elevate your decor effortlessly!,,1,90,https://lifelikeplants.au/?post_type=product&p=10996,https://lifelikeplants.au/wp-content/uploads/2023/09/A91632828-scaled.webp ! alt :  ! title : A91632828 ! desc :  ! caption : ,https://lifelikeplants.au/wp-content/uploads/2023/09/A91632828-scaled.webp ,"1Oct24,DC",|,Artificial Trees,Fiddle Tree,0,485.00,A91632828 Fiddle Green 240cm,Fiddle Tree,11,1,
32.849.12,AB,A93032849,9331460323097,Giant Travellers Palm 140*30*215cm Gm,$245.75,30%,$172.03,$430.06,$450.00,,,215,,Green,Green,,1,0,1,,,930,32849,32849,Trees,Travellers,,,,,,,,,,,,,,,,,,,21APR,,Artificial Trees,Travellers,0,450.00,A93032849 Travellers Green 215cm,Travellers Palm,15,1,
32.878.12,AB,A93232878,9331460323004,RB Phoenix Plam 75cm Gn,$0.00,0%,$19.05,$47.63,$45.00,$45.00,,75,,Green,Green,Green,12,0,12,,instock,932,,32878,Trees,Phoenix,10997,Phoenix Plam Green 75cm,phoenix-plam-green-75cm,"SKU: A93232878, Color: Green, Size: 75cm, Package: 15*15*80cm","SKU: A93232878, Color: Green, Size: 75cm",draft,Artificial Trees|Artificial Trees > Palm Phoenix,Non-Keep,,,,,,,,https://lifelikeplants.au/?post_type=product&p=10997,https://lifelikeplants.au/wp-content/uploads/2023/09/A93232878-scaled.webp ! alt :  ! title : A93232878 ! desc :  ! caption :  | https://lifelikeplants.au/wp-content/uploads/2023/09/A93232878-2-scaled.webp ! alt :  ! title : A93232878-2 ! desc :  ! caption :  | https://lifelikeplants.au/wp-content/uploads/2023/09/A93232878-3-scaled.webp ! alt :  ! title : A93232878-3 ! desc :  ! caption : ,https://lifelikeplants.au/wp-content/uploads/2023/09/A93232878-scaled.webp ,2025-06-07,|,Artificial Trees,Palm Phoenix,1,45.00,A93232878 Phoenix Green 75cm,Phoenix Plam,12,1,
32.879.12,AB,A70732879,9331460326913,EG Pond Grass-Garden Pot 66cm Gm,$18.80,30%,$13.16,$32.90,$35.00,$35.00,,66,,Green,Green,Green,8,0,8,,instock,707,,32879,Plants,GrassPot,12247,Faux Pond Grass Artificial Plants 66cm,faux-pond-grass-artificial-plants-66cm,"Add a touch of freshness and vitality to your living spaces with our Faux Grass Pot. This highly realistic imitation plant, measuring an impressive 66cm, is a perfect addition to your room decor. Not only is it eco-friendly, but it also guarantees a safe and clean ambiance, free from the hassle of daily watering and upkeep of natural plants. 
The Faux Grass Pot is constructed from premium, high-grade materials, making it durable and long-lasting. This ensures you can enjoy your green space for a prolonged time without fretting over wear and tear. Expertly crafted to mimic genuine pond grass, this artificial plant truly stands out as a centerpiece in any interior design.
What sets our Faux Grass Pot apart is its exceptional reliability. No need to worry about wilting or falling leaves, allergies, or insect infestation. This safe and reliable addition holds its color and shape throughout every season. 
The Faux Grass Pot's aesthetic allure is not just limited to indoor use. It also makes a great accent for outdoor spaces. With its vibrant green shade, it effortlessly enhances patios, balconies, or garden areas. To top it off, it boasts versatility, as you can arrange its stalks to fit your style and preference. 
In summary, our Faux Grass Pot is not a mere imitation of plants but rather a piece of room decor that effectively fuses design, function, and simplicity. Your space deserves a touch of green - invest in our Faux Grass Pot today.","SKU: A70732879, Color: Green, Size: 66cm",publish,Artificial Planter Plants > Grass Pot|Artificial Planter Plants,,,Faux Grass Pot,"Faux Grass Pot - Eco-Friendly, Highly Realistic Artificial Plants","Arrange your room decor with our green Faux Grass Pot. It's eco-friendly, highly realistic, and a clean, safe way to beautify any space.",,1,90,https://lifelikeplants.au/product/faux-pond-grass-artificial-plants-66cm/,https://lifelikeplants.au/wp-content/uploads/2023/12/A70732879.webp ! alt : Green Faux Grass Pot Main Image ! title : A70732879 ! desc :  ! caption : ,https://lifelikeplants.au/wp-content/uploads/2023/12/A70732879.webp ,"6SEP,T1,DC",>,Artificial Planter Plants,Grass Pot,0,35.00,A70732879 GrassPot Green 66cm,Pond Grass,10,1,
32.880.12,AB,A70732880,9331460326920,EG Pond Grass-Garden Pot 99cm Gm,$27.15,30%,$19.01,$47.51,$55.00,,,99,,Green,Green,,8,0,8,,,707,,32880,Plants,GrassPot,,,,,,,,,,,,,,,,,,,"22JAN24,T1,DC",,Artificial Planter Plants,Grass Pot,0,55.00,A70732880 GrassPot Green 99cm,Pond Grass,10,1,
32.893.12,AB,A91532893,9331460331726,Lush Ficus Tree 210cm Gn,$0.00,0%,$152.57,$381.43,$385.00,,,210,,Green,Green,,2,0,2,,,915,,32893,Trees,Ficus,,,,,,,,,,,,,,,,,,,17MAY,,Artificial Trees,Ficus,0,385.00,A91532893 Ficus Green 210cm,Lush Ficus Tree,15,1,
73.622.01WH,AB,A10773622,9331460279653,Bfly Orchid-Round Pot 70cm Whi,$108.50,30%,$75.95,$189.88,$185.00,,,70,,White,White,,3,0,3,,,107,73622,73622,Arrangements,Orchid,,,,,,,,,,,,,,,,,,,2025-06-11,,Artificial Flower Arrangements,Other Arrangement,1,185.00,A10773622 Orchid White 70cm,Bfly Orchid-Round Pot,21,1,
73.753.15GN,AB,A80073753,9331460324117,EG Indoor Plants 2 Asst 25*25*30cm Grn,$0.00,0%,$10.25,$25.63,$25.00,,,30,,Green,Green,,6,0,6,,,800,73753,73753,Plants,Other,,,,,,,,,,,,,,,,,,,2025-06-06,,Artificial Planter Plants,Other Plants,1,25.00,A80073753 Other Green 30cm,Indoor Plants 2 Asst,20,1,
79.005.12,AB,A80079005,9331460269333,Indoor Plants Pot 3 Asst 25cm Vari,$0.00,0%,$3.82,$9.55,$12.95,,,25,,Variegated,Variegated,,12,0,12,,,800,79005,79005,Plants,Other,,,,,,,,,,,,,,,,,,,2025-06-06,,Artificial Planter Plants,Other Plants,1,12.95,A80079005 Other Variegated 25cm,Indoor Plants Pot Asst,22,1,
79.060.12,AB,A83479060,9331460288198,Giant Spathiphyllum 128cm Grn,$208.65,30%,$146.06,$365.14,$350.00,,,128,,Green,Green,,2,0,2,,,834,,79060,Plants,Spathiphyllum,,,,,,,,,,,,,,,,,,,2025-06-06,,Artificial Planter Plants,Spathiphyllum Plant,1,350.00,A83479060 Spathiphyllum Green 128cm,Spathiphyllum,13,1,
